Biscarosse,2023080800,0,17.7,3.8,60,0
Biscarosse,2023080801,0,17.1,3.9,70,0
Biscarosse,2023080802,0,16.7,4.5,80,0
Biscarosse,2023080803,0,16.4,4.5,80,0
Biscarosse,2023080804,0,16,4.2,90,0
Biscarosse,2023080805,0,15.3,4.1,100,0
Biscarosse,2023080806,0,15.7,3.7,90,6
Biscarosse,2023080807,0,18.7,4.1,120,58
Biscarosse,2023080808,0,21.6,2.8,110,60
Biscarosse,2023080809,0,24.1,3.7,140,60
Biscarosse,2023080810,0,25.7,2.1,160,60
Biscarosse,2023080811,0,24.2,4,300,60
Biscarosse,2023080812,0,25.8,4,310,60
Biscarosse,2023080813,0,25.8,5.6,330,60
Biscarosse,2023080814,0,26.4,5.5,320,60
Biscarosse,2023080815,0,26.2,7.7,350,60
Biscarosse,2023080816,0,25.9,7.2,350,60
Biscarosse,2023080817,0,25.6,6.6,360,60
Biscarosse,2023080818,0,24.2,7.9,360,55
Biscarosse,2023080819,0,24.2,4.3,360,58
Biscarosse,2023080820,0,21.4,3.5,10,0
Biscarosse,2023080821,0,20.6,2.5,30,0
Biscarosse,2023080822,0,20,2.5,40,0
Biscarosse,2023080823,0,19.7,3.2,50,0
Biscarosse,2023080900,0,19.2,3.9,50,0
Biscarosse,2023080901,0,18.5,3.5,50,0
Biscarosse,2023080902,0,18.4,3.4,60,0
Biscarosse,2023080903,0,18.6,4.1,80,0
Biscarosse,2023080904,0,18,4.7,80,0
Biscarosse,2023080905,0,17.7,4.8,80,0
Biscarosse,2023080906,0,18.1,5.5,80,6
Biscarosse,2023080907,0,19.7,5.8,80,58
Biscarosse,2023080908,0,21.4,3.5,80,60
Biscarosse,2023080909,0,26.4,3.5,90,60
Biscarosse,2023080910,0,29.1,3.4,90,60
Biscarosse,2023080911,0,30.6,4.3,80,60
Biscarosse,2023080912,0,32.1,4.9,90,60
Biscarosse,2023080913,0,34,3.2,80,60
Biscarosse,2023080914,0,35,4,100,60
Biscarosse,2023080915,0,35.8,4.3,80,60
Biscarosse,2023080916,0,35.7,4.8,70,60
Biscarosse,2023080917,0,34.7,5,70,60
Biscarosse,2023080918,0,33.2,4.3,80,60
Biscarosse,2023080919,0,30.8,3.5,90,17
Biscarosse,2023080920,0,28.8,4.7,80,0
Biscarosse,2023080921,0,28.2,5.5,90,0
Biscarosse,2023080922,0,27.5,1,100,0
Biscarosse,2023080923,0,27.7,4.8,100,0
Biscarosse,2023081000,0,26.8,4.1,150,0
Biscarosse,2023081001,0,22.8,8.8,230,0
Biscarosse,2023081002,0,22,12,230,0
Biscarosse,2023081003,0,21.6,11.7,230,0
Biscarosse,2023081004,0,21.6,12.1,230,0
Biscarosse,2023081005,0,21.5,14.6,240,0
Biscarosse,2023081006,0,21.4,12,250,0
Biscarosse,2023081007,0,21.8,12.2,270,25
Biscarosse,2023081008,0,21.8,10.1,290,8
Biscarosse,2023081009,0,23.3,9.2,290,52
Biscarosse,2023081010,0,23,7.2,290,42
Biscarosse,2023081011,0,24,8.4,280,35
Biscarosse,2023081012,0,24.1,9.1,290,54
Biscarosse,2023081013,0,24.7,7.5,290,45
Biscarosse,2023081014,0,24.1,6.5,290,39
Biscarosse,2023081015,0,24,6.8,290,35
Biscarosse,2023081016,0,24.4,6.7,290,50
Biscarosse,2023081017,0,23.3,6.1,300,43
Biscarosse,2023081018,0,22.6,4.7,310,49
Biscarosse,2023081019,0,21.5,3.3,310,16
Biscarosse,2023081020,0,20.9,2.7,300,0
Biscarosse,2023081021,0,20.8,2,290,0
Biscarosse,2023081022,0,19.8,0,0,0
Biscarosse,2023081023,0,19.2,1.1,130,0
Biscarosse,2023081100,0,19.1,1.1,140,0
Biscarosse,2023081101,0,18.5,0.9,130,0
Biscarosse,2023081102,0,18.3,0.8,110,0
Biscarosse,2023081103,0,18.1,1.2,120,0
Biscarosse,2023081104,0,18.1,1.3,110,0
Biscarosse,2023081105,0,17.9,2,110,0
Biscarosse,2023081106,0,18.3,2.2,120,4
Biscarosse,2023081107,0,20.4,1.8,110,54
Biscarosse,2023081108,0,22.2,1.7,100,54
Biscarosse,2023081109,0,23.2,1.7,110,37
Biscarosse,2023081110,0,24.1,2.3,130,13
Biscarosse,2023081111,0,25.2,4,300,32
Biscarosse,2023081112,0,24.7,4.3,320,60
Biscarosse,2023081113,0,25.4,4.7,330,60
Biscarosse,2023081114,0,26.1,4.5,320,60
Biscarosse,2023081115,0,26,5.5,330,60
Biscarosse,2023081116,0,25.7,5.6,340,60
Biscarosse,2023081117,0,25.2,6.7,340,60
Biscarosse,2023081118,0,24.4,7.4,350,60
Biscarosse,2023081119,0,23,6.2,360,54
Biscarosse,2023081120,0,21.8,1.7,20,0
Biscarosse,2023081121,0,21.2,3,360,0
Biscarosse,2023081122,0,20.9,1.3,20,0
Biscarosse,2023081123,0,20.1,3.4,340,0
Biscarosse,2023081200,0,19.7,0.8,50,0
Biscarosse,2023081201,0,19.4,0.6,80,0
Biscarosse,2023081202,0,19.8,0.9,60,0
Biscarosse,2023081203,0,19.6,0.6,320,0
Biscarosse,2023081204,0,19.4,1.5,300,0
Biscarosse,2023081205,0,19.8,3,280,0
Biscarosse,2023081206,0,20.3,3.7,280,3
Biscarosse,2023081207,0,22.4,3.1,240,56
Biscarosse,2023081208,0,22.4,3.5,240,34
Biscarosse,2023081209,0,23.4,4.4,230,11
Biscarosse,2023081210,0,23.8,3.8,240,0
Biscarosse,2023081211,0,23.5,4.2,240,0
Biscarosse,2023081212,0,22.8,2.8,200,0
Biscarosse,2023081213,0,23.6,2.7,220,0
Biscarosse,2023081214,0,24,5.3,340,0
Biscarosse,2023081215,0,24,5.8,340,2
Biscarosse,2023081216,0,24.2,6.6,340,36
Biscarosse,2023081217,0,24.1,6.2,340,52
Biscarosse,2023081218,0,23.8,5.5,340,60
Biscarosse,2023081219,0,21.9,5.1,350,34
Biscarosse,2023081220,0,21.2,5.3,350,0
Biscarosse,2023081221,0,21,4.9,340,0
Biscarosse,2023081222,0,21.2,4.3,340,0
Biscarosse,2023081223,0,21.2,4.5,330,0
