beach;date;hour;hs;tpic;dir
Biscarosse;2023-01-01;0;2.587890;13.15900;265
Biscarosse;2023-01-01;1;2.576170;13.13950;266
Biscarosse;2023-01-01;2;2.542970;13.11220;267
Biscarosse;2023-01-01;3;2.500000;13.09650;269
Biscarosse;2023-01-01;4;2.439450;13.08870;270
Biscarosse;2023-01-01;5;2.380860;13.03400;270
Biscarosse;2023-01-01;6;2.337890;12.79570;271
Biscarosse;2023-01-01;7;2.300780;12.43640;272
Biscarosse;2023-01-01;8;2.257810;12.29970;272
Biscarosse;2023-01-01;9;2.214840;12.26060;273
Biscarosse;2023-01-01;10;2.177730;12.23320;273
Biscarosse;2023-01-01;11;2.154300;12.19420;272
Biscarosse;2023-01-01;12;2.146480;12.17070;271
Biscarosse;2023-01-01;13;2.146480;12.16290;269
Biscarosse;2023-01-01;14;2.143550;12.15900;269
Biscarosse;2023-01-01;15;2.148440;12.16290;269
Biscarosse;2023-01-01;16;2.167970;12.19420;270
Biscarosse;2023-01-01;17;2.194340;12.25670;270
Biscarosse;2023-01-01;18;2.211910;12.30360;271
Biscarosse;2023-01-01;19;2.236330;12.33870;271
Biscarosse;2023-01-01;20;2.274410;12.38560;272
Biscarosse;2023-01-01;21;2.333980;12.46760;272
Biscarosse;2023-01-01;22;2.402340;12.64730;272
Biscarosse;2023-01-01;23;2.475590;13.04180;273
Biscarosse;2023-01-02;0;2.545900;13.79570;274
Biscarosse;2023-01-02;1;2.589840;13.97150;275
Biscarosse;2023-01-02;2;2.603520;13.84260;275
Biscarosse;2023-01-02;3;2.606450;13.85820;276
Biscarosse;2023-01-02;4;2.572270;14.01840;276
Biscarosse;2023-01-02;5;2.501950;14.00280;277
Biscarosse;2023-01-02;6;2.446290;13.81530;277
Biscarosse;2023-01-02;7;2.440430;13.72930;277
Biscarosse;2023-01-02;8;2.486330;13.72150;277
Biscarosse;2023-01-02;9;2.536130;13.68250;277
Biscarosse;2023-01-02;10;2.543950;13.59650;277
Biscarosse;2023-01-02;11;2.501950;13.47930;277
Biscarosse;2023-01-02;12;2.427730;13.34650;277
Biscarosse;2023-01-02;13;2.370120;13.26450;277
Biscarosse;2023-01-02;14;2.343750;13.24110;277
Biscarosse;2023-01-02;15;2.328120;13.22540;277
Biscarosse;2023-01-02;16;2.307620;13.17470;277
Biscarosse;2023-01-02;17;2.263670;13.09260;277
Biscarosse;2023-01-02;18;2.206050;12.98720;277
Biscarosse;2023-01-02;19;2.166020;12.88950;278
Biscarosse;2023-01-02;20;2.160160;12.84650;278
Biscarosse;2023-01-02;21;2.169920;12.85040;278
Biscarosse;2023-01-02;22;2.167970;12.83090;278
Biscarosse;2023-01-02;23;2.148440;12.73320;278
Biscarosse;2023-01-03;0;2.112300;12.56140;279
Biscarosse;2023-01-03;1;2.082030;12.40510;279
Biscarosse;2023-01-03;2;2.072270;12.33480;279
Biscarosse;2023-01-03;3;2.066410;12.29970;279
Biscarosse;2023-01-03;4;2.043950;12.22540;279
Biscarosse;2023-01-03;5;2.001950;12.11220;279
Biscarosse;2023-01-03;6;1.935550;11.95590;279
Biscarosse;2023-01-03;7;1.853520;11.78400;280
Biscarosse;2023-01-03;8;1.778320;11.64340;280
Biscarosse;2023-01-03;9;1.719730;11.67070;280
Biscarosse;2023-01-03;10;1.667970;11.71370;281
Biscarosse;2023-01-03;11;1.622070;11.63170;281
Biscarosse;2023-01-03;12;1.566410;11.45980;281
Biscarosse;2023-01-03;13;1.503910;11.28790;282
Biscarosse;2023-01-03;14;1.446290;11.16680;282
Biscarosse;2023-01-03;15;1.412110;11.10040;283
Biscarosse;2023-01-03;16;1.393550;11.05750;283
Biscarosse;2023-01-03;17;1.391600;11.01060;283
Biscarosse;2023-01-03;18;1.404300;10.98320;283
Biscarosse;2023-01-03;19;1.440430;11.00670;283
Biscarosse;2023-01-03;20;1.490230;11.02230;283
Biscarosse;2023-01-03;21;1.534180;10.98720;283
Biscarosse;2023-01-03;22;1.564450;10.93640;283
Biscarosse;2023-01-03;23;1.591800;10.91680;283
Biscarosse;2023-01-04;0;1.620120;10.92860;283
Biscarosse;2023-01-04;1;1.658200;10.94420;283
Biscarosse;2023-01-04;2;1.706050;10.93250;283
Biscarosse;2023-01-04;3;1.753910;10.90120;282
Biscarosse;2023-01-04;4;1.791990;10.86220;282
Biscarosse;2023-01-04;5;1.818360;10.83090;282
Biscarosse;2023-01-04;6;1.833980;10.79180;281
Biscarosse;2023-01-04;7;1.837890;10.74500;281
Biscarosse;2023-01-04;8;1.833980;10.69030;281
Biscarosse;2023-01-04;9;1.832030;10.65120;281
Biscarosse;2023-01-04;10;1.828120;10.62000;281
Biscarosse;2023-01-04;11;1.818360;10.59260;281
Biscarosse;2023-01-04;12;1.803710;10.55750;281
Biscarosse;2023-01-04;13;1.793950;10.49890;281
Biscarosse;2023-01-04;14;1.790040;10.44420;282
Biscarosse;2023-01-04;15;1.797850;10.42860;282
Biscarosse;2023-01-04;16;1.820310;10.43640;283
Biscarosse;2023-01-04;17;1.847660;10.44810;283
Biscarosse;2023-01-04;18;1.879880;10.44810;283
Biscarosse;2023-01-04;19;1.904300;10.44810;284
Biscarosse;2023-01-04;20;1.910160;10.46760;284
Biscarosse;2023-01-04;21;1.908200;10.51450;284
Biscarosse;2023-01-04;22;1.910160;10.58090;285
Biscarosse;2023-01-04;23;1.916020;10.66290;285
Biscarosse;2023-01-05;0;1.929690;10.78010;285
Biscarosse;2023-01-05;1;1.956050;10.94810;285
Biscarosse;2023-01-05;2;1.982420;11.08090;286
Biscarosse;2023-01-05;3;2.005860;11.13560;286
Biscarosse;2023-01-05;4;2.040040;11.19030;286
Biscarosse;2023-01-05;5;2.095700;11.32310;286
Biscarosse;2023-01-05;6;2.160160;11.58480;285
Biscarosse;2023-01-05;7;2.202150;11.85040;285
Biscarosse;2023-01-05;8;2.185550;11.92860;284
Biscarosse;2023-01-05;9;2.169920;11.93250;284
Biscarosse;2023-01-05;10;2.202150;11.95200;283
Biscarosse;2023-01-05;11;2.274410;12.00670;283
Biscarosse;2023-01-05;12;2.330080;12.05360;283
Biscarosse;2023-01-05;13;2.343750;12.09260;283
Biscarosse;2023-01-05;14;2.339840;12.12390;283
Biscarosse;2023-01-05;15;2.341800;12.15510;282
Biscarosse;2023-01-05;16;2.351560;12.17070;282
Biscarosse;2023-01-05;17;2.366210;12.18640;282
Biscarosse;2023-01-05;18;2.385740;12.28400;282
Biscarosse;2023-01-05;19;2.362300;14.33480;281
Biscarosse;2023-01-05;20;2.295900;14.36220;281
Biscarosse;2023-01-05;21;2.251950;14.44810;281
Biscarosse;2023-01-05;22;2.272460;14.52230;281
Biscarosse;2023-01-05;23;2.324220;14.47150;280
Biscarosse;2023-01-06;0;2.358400;14.35040;280
Biscarosse;2023-01-06;1;2.368160;14.21760;280
Biscarosse;2023-01-06;2;2.358400;14.07700;280
Biscarosse;2023-01-06;3;2.326170;13.90510;280
Biscarosse;2023-01-06;4;2.282230;13.68640;280
Biscarosse;2023-01-06;5;2.223630;13.45980;281
Biscarosse;2023-01-06;6;2.156250;13.22930;281
Biscarosse;2023-01-06;7;2.108400;13.04180;281
Biscarosse;2023-01-06;8;2.085940;12.93640;281
Biscarosse;2023-01-06;9;2.061520;12.89340;281
Biscarosse;2023-01-06;10;2.049800;12.82310;281
Biscarosse;2023-01-06;11;2.047850;12.73320;281
Biscarosse;2023-01-06;12;2.036130;12.65120;282
Biscarosse;2023-01-06;13;2.026370;12.59260;282
Biscarosse;2023-01-06;14;2.026370;12.55750;282
Biscarosse;2023-01-06;15;2.040040;12.55360;282
Biscarosse;2023-01-06;16;2.066410;12.58870;283
Biscarosse;2023-01-06;17;2.089840;12.61220;283
Biscarosse;2023-01-06;18;2.091800;12.51060;282
Biscarosse;2023-01-06;19;2.074220;12.35430;282
Biscarosse;2023-01-06;20;2.051760;12.23320;282
Biscarosse;2023-01-06;21;2.019530;12.16680;281
Biscarosse;2023-01-06;22;1.990230;12.11610;281
Biscarosse;2023-01-06;23;1.961910;12.05750;281
Biscarosse;2023-01-07;0;1.917970;11.99890;280
Biscarosse;2023-01-07;1;1.868160;11.94030;280
Biscarosse;2023-01-07;2;1.828120;11.89730;280
Biscarosse;2023-01-07;3;1.809570;11.87390;279
Biscarosse;2023-01-07;4;1.826170;11.84260;277
Biscarosse;2023-01-07;5;1.873050;11.77230;273
Biscarosse;2023-01-07;6;1.953120;11.62390;269
Biscarosse;2023-01-07;7;2.068360;11.43250;265
Biscarosse;2023-01-07;8;2.158200;11.28400;262
Biscarosse;2023-01-07;9;2.183590;11.17860;261
Biscarosse;2023-01-07;10;2.185550;11.12000;260
Biscarosse;2023-01-07;11;2.242190;11.12000;258
Biscarosse;2023-01-07;12;2.371090;11.25670;257
Biscarosse;2023-01-07;13;2.517580;11.57310;257
Biscarosse;2023-01-07;14;2.617190;11.73320;258
Biscarosse;2023-01-07;15;2.636720;11.70980;259
Biscarosse;2023-01-07;16;2.591800;11.59260;261
Biscarosse;2023-01-07;17;2.527340;11.45200;263
Biscarosse;2023-01-07;18;2.472660;11.33480;266
Biscarosse;2023-01-07;19;2.433590;11.28010;268
Biscarosse;2023-01-07;20;2.400390;11.28010;271
Biscarosse;2023-01-07;21;2.341800;11.30360;273
Biscarosse;2023-01-07;22;2.322270;11.35040;275
Biscarosse;2023-01-07;23;2.406250;11.53010;277
Biscarosse;2023-01-08;0;2.582030;13.49110;279
Biscarosse;2023-01-08;1;2.802730;13.80360;280
Biscarosse;2023-01-08;2;3.029300;13.55360;280
Biscarosse;2023-01-08;3;3.234380;13.47540;281
Biscarosse;2023-01-08;4;3.427730;18.28790;282
Biscarosse;2023-01-08;5;3.558590;18.52230;282
Biscarosse;2023-01-08;6;3.533200;17.95980;282
Biscarosse;2023-01-08;7;3.341800;17.69420;282
Biscarosse;2023-01-08;8;3.078120;17.59260;282
Biscarosse;2023-01-08;9;2.833980;17.45980;281
Biscarosse;2023-01-08;10;2.699220;17.35040;280
Biscarosse;2023-01-08;11;2.681640;17.25670;280
Biscarosse;2023-01-08;12;2.777340;17.15510;280
Biscarosse;2023-01-08;13;2.968750;17.14730;280
Biscarosse;2023-01-08;14;3.201170;17.24110;280
Biscarosse;2023-01-08;15;3.439450;17.32700;280
Biscarosse;2023-01-08;16;3.593750;17.28010;280
Biscarosse;2023-01-08;17;3.642580;16.90510;280
Biscarosse;2023-01-08;18;3.587890;16.59260;281
Biscarosse;2023-01-08;19;3.416020;16.48320;281
Biscarosse;2023-01-08;20;3.152340;16.36610;281
Biscarosse;2023-01-08;21;2.902340;16.22540;281
Biscarosse;2023-01-08;22;2.728520;16.08480;281
Biscarosse;2023-01-08;23;2.652340;15.88950;281
Biscarosse;2023-01-09;0;2.699220;15.47540;281
Biscarosse;2023-01-09;1;2.871090;15.10040;282
Biscarosse;2023-01-09;2;3.117190;15.01450;282
Biscarosse;2023-01-09;3;3.361330;14.92860;282
Biscarosse;2023-01-09;4;3.539060;14.75670;283
Biscarosse;2023-01-09;5;3.630860;14.54570;283
Biscarosse;2023-01-09;6;3.605470;14.39730;283
Biscarosse;2023-01-09;7;3.455080;14.31920;284
Biscarosse;2023-01-09;8;3.201170;14.27230;284
Biscarosse;2023-01-09;9;2.937500;14.21760;285
Biscarosse;2023-01-09;10;2.726560;14.10040;285
Biscarosse;2023-01-09;11;2.621090;13.99890;285
Biscarosse;2023-01-09;12;2.630860;14.00670;285
Biscarosse;2023-01-09;13;2.746090;14.06920;285
Biscarosse;2023-01-09;14;2.941410;14.15510;285
Biscarosse;2023-01-09;15;3.169920;14.17860;286
Biscarosse;2023-01-09;16;3.357420;14.18640;286
Biscarosse;2023-01-09;17;3.468750;14.18250;286
Biscarosse;2023-01-09;18;3.470700;14.11610;287
Biscarosse;2023-01-09;19;3.353520;14.07700;287
Biscarosse;2023-01-09;20;3.132810;14.04970;286
Biscarosse;2023-01-09;21;2.873050;13.98320;286
Biscarosse;2023-01-09;22;2.646480;13.87780;286
Biscarosse;2023-01-09;23;2.515620;13.77230;286
Biscarosse;2023-01-10;0;2.501950;13.69810;286
Biscarosse;2023-01-10;1;2.613280;13.68250;286
Biscarosse;2023-01-10;2;2.816410;13.74890;286
Biscarosse;2023-01-10;3;3.029300;13.74110;286
Biscarosse;2023-01-10;4;3.181640;13.69420;287
Biscarosse;2023-01-10;5;3.222660;13.62390;287
Biscarosse;2023-01-10;6;3.183590;13.54570;288
Biscarosse;2023-01-10;7;3.097660;13.49890;288
Biscarosse;2023-01-10;8;2.976560;13.51060;288
Biscarosse;2023-01-10;9;2.796880;13.52620;288
Biscarosse;2023-01-10;10;2.583980;13.50280;288
Biscarosse;2023-01-10;11;2.414060;13.43250;287
Biscarosse;2023-01-10;12;2.337890;13.32310;287
Biscarosse;2023-01-10;13;2.365230;13.21760;287
Biscarosse;2023-01-10;14;2.439450;13.15120;287
Biscarosse;2023-01-10;15;2.490230;13.12000;287
Biscarosse;2023-01-10;16;2.490230;13.10040;287
Biscarosse;2023-01-10;17;2.464840;13.05750;288
Biscarosse;2023-01-10;18;2.416020;12.96370;288
Biscarosse;2023-01-10;19;2.349610;12.73320;288
Biscarosse;2023-01-10;20;2.287110;12.49500;288
Biscarosse;2023-01-10;21;2.240230;12.35430;287
Biscarosse;2023-01-10;22;2.189450;12.26450;287
Biscarosse;2023-01-10;23;2.130860;12.16680;286
Biscarosse;2023-01-11;0;2.082030;12.05360;285
Biscarosse;2023-01-11;1;2.068360;11.93640;284
Biscarosse;2023-01-11;2;2.078120;11.81530;283
Biscarosse;2023-01-11;3;2.097660;11.67860;282
Biscarosse;2023-01-11;4;2.128910;11.55750;281
Biscarosse;2023-01-11;5;2.179690;11.48720;281
Biscarosse;2023-01-11;6;2.267580;11.48720;281
Biscarosse;2023-01-11;7;2.384770;11.56530;282
Biscarosse;2023-01-11;8;2.488280;11.57310;283
Biscarosse;2023-01-11;9;2.540040;11.50670;284
Biscarosse;2023-01-11;10;2.490230;11.43250;284
Biscarosse;2023-01-11;11;2.377930;11.35820;284
Biscarosse;2023-01-11;12;2.286130;11.33480;284
Biscarosse;2023-01-11;13;2.280270;11.40120;284
Biscarosse;2023-01-11;14;2.356450;11.51450;284
Biscarosse;2023-01-11;15;2.463870;11.56140;284
Biscarosse;2023-01-11;16;2.528320;11.56920;285
Biscarosse;2023-01-11;17;2.552730;11.58090;285
Biscarosse;2023-01-11;18;2.562500;11.61610;285
Biscarosse;2023-01-11;19;2.566410;11.67470;285
Biscarosse;2023-01-11;20;2.564450;11.70980;284
Biscarosse;2023-01-11;21;2.544920;11.71760;284
Biscarosse;2023-01-11;22;2.492190;11.71760;283
Biscarosse;2023-01-11;23;2.406250;11.70980;283
Biscarosse;2023-01-12;0;2.326170;11.67070;282
Biscarosse;2023-01-12;1;2.308590;11.60040;282
Biscarosse;2023-01-12;2;2.371090;11.53010;282
Biscarosse;2023-01-12;3;2.478520;11.51450;282
Biscarosse;2023-01-12;4;2.589840;11.53010;283
Biscarosse;2023-01-12;5;2.744140;11.56140;283
Biscarosse;2023-01-12;6;2.927730;17.63170;284
Biscarosse;2023-01-12;7;3.066410;17.13950;284
Biscarosse;2023-01-12;8;3.128910;14.90510;285
Biscarosse;2023-01-12;9;3.080080;14.65510;285
Biscarosse;2023-01-12;10;2.927730;14.67860;286
Biscarosse;2023-01-12;11;2.744140;14.79570;285
Biscarosse;2023-01-12;12;2.583980;14.84260;285
Biscarosse;2023-01-12;13;2.509770;14.71760;285
Biscarosse;2023-01-12;14;2.544920;14.65510;285
Biscarosse;2023-01-12;15;2.685550;14.68640;285
Biscarosse;2023-01-12;16;2.865230;14.69420;285
Biscarosse;2023-01-12;17;3.037110;14.58480;285
Biscarosse;2023-01-12;18;3.162110;14.45980;285
Biscarosse;2023-01-12;19;3.230470;14.36610;285
Biscarosse;2023-01-12;20;3.238280;14.30750;285
Biscarosse;2023-01-12;21;3.160160;14.28400;285
Biscarosse;2023-01-12;22;3.005860;14.26840;285
Biscarosse;2023-01-12;23;2.818360;14.22930;284
Biscarosse;2023-01-13;0;2.660160;14.01840;284
Biscarosse;2023-01-13;1;2.578120;13.78790;283
Biscarosse;2023-01-13;2;2.607420;13.67070;283
Biscarosse;2023-01-13;3;2.724610;13.65900;283
Biscarosse;2023-01-13;4;2.904300;13.71370;283
Biscarosse;2023-01-13;5;3.099610;13.69420;283
Biscarosse;2023-01-13;6;3.257810;13.64730;284
Biscarosse;2023-01-13;7;3.337890;13.63170;284
Biscarosse;2023-01-13;8;3.341800;13.65510;284
Biscarosse;2023-01-13;9;3.255860;13.67860;284
Biscarosse;2023-01-13;10;3.107420;13.67860;284
Biscarosse;2023-01-13;11;2.904300;13.68640;284
Biscarosse;2023-01-13;12;2.714840;13.74890;284
Biscarosse;2023-01-13;13;2.572270;13.87390;283
Biscarosse;2023-01-13;14;2.533200;14.01450;283
Biscarosse;2023-01-13;15;2.599610;14.16290;283
Biscarosse;2023-01-13;16;2.736330;14.32700;283
Biscarosse;2023-01-13;17;2.908200;14.45200;284
Biscarosse;2023-01-13;18;3.052730;14.52230;284
Biscarosse;2023-01-13;19;3.138670;14.53400;284
Biscarosse;2023-01-13;20;3.166020;14.51450;285
Biscarosse;2023-01-13;21;3.132810;14.48320;285
Biscarosse;2023-01-13;22;3.033200;14.44810;285
Biscarosse;2023-01-13;23;2.890620;14.38950;284
Biscarosse;2023-01-14;0;2.726560;14.29180;284
Biscarosse;2023-01-14;1;2.595700;14.17470;284
Biscarosse;2023-01-14;2;2.549800;14.08090;284
Biscarosse;2023-01-14;3;2.574220;14.04570;283
Biscarosse;2023-01-14;4;2.669920;13.98720;283
Biscarosse;2023-01-14;5;2.751950;13.85820;283
Biscarosse;2023-01-14;6;2.765620;13.67860;283
Biscarosse;2023-01-14;7;2.720700;13.55360;283
Biscarosse;2023-01-14;8;2.679690;13.50280;282
Biscarosse;2023-01-14;9;2.648440;13.47540;282
Biscarosse;2023-01-14;10;2.607420;13.41290;281
Biscarosse;2023-01-14;11;2.544920;13.31920;281
Biscarosse;2023-01-14;12;2.462890;13.18250;280
Biscarosse;2023-01-14;13;2.373050;13.03010;280
Biscarosse;2023-01-14;14;2.324220;12.89340;280
Biscarosse;2023-01-14;15;2.320310;12.78790;280
Biscarosse;2023-01-14;16;2.361330;12.67860;280
Biscarosse;2023-01-14;17;2.427730;12.54970;281
Biscarosse;2023-01-14;18;2.496090;12.39730;282
Biscarosse;2023-01-14;19;2.593750;12.27620;283
Biscarosse;2023-01-14;20;2.722660;12.19420;283
Biscarosse;2023-01-14;21;2.835940;12.14340;283
Biscarosse;2023-01-14;22;2.904300;12.13170;282
Biscarosse;2023-01-14;23;2.914060;12.14730;282
Biscarosse;2023-01-15;0;2.841800;12.16680;283
Biscarosse;2023-01-15;1;2.732420;12.14730;283
Biscarosse;2023-01-15;2;2.632810;12.10040;284
Biscarosse;2023-01-15;3;2.599610;12.06140;284
Biscarosse;2023-01-15;4;2.644530;12.04570;285
Biscarosse;2023-01-15;5;2.753910;12.03400;285
Biscarosse;2023-01-15;6;2.906250;11.99500;286
Biscarosse;2023-01-15;7;3.023440;11.92470;286
Biscarosse;2023-01-15;8;3.091800;11.85040;286
Biscarosse;2023-01-15;9;3.105470;11.80360;285
Biscarosse;2023-01-15;10;3.068360;11.77230;285
Biscarosse;2023-01-15;11;2.988280;11.71370;285
Biscarosse;2023-01-15;12;2.863280;11.57310;284
Biscarosse;2023-01-15;13;2.726560;11.42860;284
Biscarosse;2023-01-15;14;2.603520;11.33480;285
Biscarosse;2023-01-15;15;2.537110;11.31140;285
Biscarosse;2023-01-15;16;2.527340;11.32310;285
Biscarosse;2023-01-15;17;2.607420;11.34260;285
Biscarosse;2023-01-15;18;2.750000;11.38170;285
Biscarosse;2023-01-15;19;2.914060;11.48320;284
Biscarosse;2023-01-15;20;3.070310;11.63950;284
Biscarosse;2023-01-15;21;3.187500;11.76450;283
Biscarosse;2023-01-15;22;3.251950;11.82700;282
Biscarosse;2023-01-15;23;3.255860;11.88950;280
Biscarosse;2023-01-16;0;3.177730;12.00670;280
Biscarosse;2023-01-16;1;3.078120;12.18640;280
Biscarosse;2023-01-16;2;3.019530;12.34260;281
Biscarosse;2023-01-16;3;2.972660;12.49110;281
Biscarosse;2023-01-16;4;3.023440;12.80360;282
Biscarosse;2023-01-16;5;3.164060;13.10820;282
Biscarosse;2023-01-16;6;3.371090;13.35820;283
Biscarosse;2023-01-16;7;3.519530;13.56920;283
Biscarosse;2023-01-16;8;3.617190;13.71760;284
Biscarosse;2023-01-16;9;3.695310;13.85820;284
Biscarosse;2023-01-16;10;3.718750;14.08480;285
Biscarosse;2023-01-16;11;3.679690;14.24890;285
Biscarosse;2023-01-16;12;3.574220;14.31920;285
Biscarosse;2023-01-16;13;3.396480;14.35040;285
Biscarosse;2023-01-16;14;3.214840;14.35040;285
Biscarosse;2023-01-16;15;3.064450;14.32700;285
Biscarosse;2023-01-16;16;2.933590;14.27230;284
Biscarosse;2023-01-16;17;2.882810;14.17860;284
Biscarosse;2023-01-16;18;2.919920;13.96370;284
Biscarosse;2023-01-16;19;3.027340;13.84650;284
Biscarosse;2023-01-16;20;3.169920;13.83480;284
Biscarosse;2023-01-16;21;3.310550;13.89340;284
Biscarosse;2023-01-16;22;3.398440;13.91680;284
Biscarosse;2023-01-16;23;3.423830;13.88950;284
Biscarosse;2023-01-17;0;3.386720;13.83090;284
Biscarosse;2023-01-17;1;3.287110;13.77230;283
Biscarosse;2023-01-17;2;3.146480;13.74110;283
Biscarosse;2023-01-17;3;3.011720;13.69030;281
Biscarosse;2023-01-17;4;2.888670;13.59260;280
Biscarosse;2023-01-17;5;2.822270;13.49890;280
Biscarosse;2023-01-17;6;2.855470;13.42070;281
Biscarosse;2023-01-17;7;2.964840;13.35430;282
Biscarosse;2023-01-17;8;3.130860;13.29570;282
Biscarosse;2023-01-17;9;3.308590;13.22540;281
Biscarosse;2023-01-17;10;3.460940;13.14730;281
Biscarosse;2023-01-17;11;3.552730;13.11220;281
Biscarosse;2023-01-17;12;3.568360;13.12780;280
Biscarosse;2023-01-17;13;3.507810;13.13950;280
Biscarosse;2023-01-17;14;3.369140;13.12780;280
Biscarosse;2023-01-17;15;3.199220;13.11610;280
Biscarosse;2023-01-17;16;3.031250;13.10820;280
Biscarosse;2023-01-17;17;2.910160;13.12000;280
Biscarosse;2023-01-17;18;2.871090;13.20590;280
Biscarosse;2023-01-17;19;2.927730;13.33090;279
Biscarosse;2023-01-17;20;3.044920;13.41290;280
Biscarosse;2023-01-17;21;3.203120;13.48320;280
Biscarosse;2023-01-17;22;3.371090;13.59260;280
Biscarosse;2023-01-17;23;3.500000;13.78010;280
Biscarosse;2023-01-18;0;3.558590;14.17470;281
Biscarosse;2023-01-18;1;3.535160;14.41680;281
Biscarosse;2023-01-18;2;3.421880;14.48720;281
Biscarosse;2023-01-18;3;3.251950;14.54180;281
Biscarosse;2023-01-18;4;3.076170;14.65510;280
Biscarosse;2023-01-18;5;2.929690;14.88170;279
Biscarosse;2023-01-18;6;2.859380;15.23320;279
Biscarosse;2023-01-18;7;2.857420;15.38170;279
Biscarosse;2023-01-18;8;2.947270;15.41290;280
Biscarosse;2023-01-18;9;3.103520;15.44420;280
Biscarosse;2023-01-18;10;3.285160;15.46760;281
Biscarosse;2023-01-18;11;3.433590;15.39730;282
Biscarosse;2023-01-18;12;3.521480;15.35040;282
Biscarosse;2023-01-18;13;3.542970;15.35820;282
Biscarosse;2023-01-18;14;3.484380;15.37390;282
Biscarosse;2023-01-18;15;3.341800;15.38170;282
Biscarosse;2023-01-18;16;3.134770;15.38170;282
Biscarosse;2023-01-18;17;2.914060;15.21760;282
Biscarosse;2023-01-18;18;2.740230;15.01450;282
Biscarosse;2023-01-18;19;2.669920;14.98320;283
Biscarosse;2023-01-18;20;2.718750;15.03010;283
Biscarosse;2023-01-18;21;2.851560;15.02230;284
Biscarosse;2023-01-18;22;3.033200;14.91290;284
Biscarosse;2023-01-18;23;3.195310;14.80360;285
Biscarosse;2023-01-19;0;3.310550;14.73320;286
Biscarosse;2023-01-19;1;3.363280;14.72540;286
Biscarosse;2023-01-19;2;3.353520;14.71760;287
Biscarosse;2023-01-19;3;3.261720;14.67860;286
Biscarosse;2023-01-19;4;3.074220;14.60820;286
Biscarosse;2023-01-19;5;2.847660;14.45980;286
Biscarosse;2023-01-19;6;2.642580;14.20980;286
Biscarosse;2023-01-19;7;2.515620;13.92070;286
Biscarosse;2023-01-19;8;2.511720;13.83480;285
Biscarosse;2023-01-19;9;2.615230;13.76450;285
Biscarosse;2023-01-19;10;2.804690;13.67070;286
Biscarosse;2023-01-19;11;2.976560;13.55360;286
Biscarosse;2023-01-19;12;3.082030;13.41680;285
Biscarosse;2023-01-19;13;3.128910;13.31140;285
Biscarosse;2023-01-19;14;3.169920;13.26450;284
Biscarosse;2023-01-19;15;3.195310;13.22930;282
Biscarosse;2023-01-19;16;3.148440;13.15120;282
Biscarosse;2023-01-19;17;2.978520;12.96760;282
Biscarosse;2023-01-19;18;2.769530;12.00280;283
Biscarosse;2023-01-19;19;2.623050;11.29180;284
Biscarosse;2023-01-19;20;2.535160;11.27620;283
Biscarosse;2023-01-19;21;2.585940;11.32700;283
Biscarosse;2023-01-19;22;2.742190;11.39730;282
Biscarosse;2023-01-19;23;2.945310;11.48720;282
Biscarosse;2023-01-20;0;3.093750;11.53400;281
Biscarosse;2023-01-20;1;3.115230;11.55750;281
Biscarosse;2023-01-20;2;3.021480;11.63170;282
Biscarosse;2023-01-20;3;2.894530;11.79970;282
Biscarosse;2023-01-20;4;2.776370;11.91290;283
Biscarosse;2023-01-20;5;2.650390;11.94420;283
Biscarosse;2023-01-20;6;2.496090;11.93250;283
Biscarosse;2023-01-20;7;2.324220;11.92470;284
Biscarosse;2023-01-20;8;2.208010;11.94420;284
Biscarosse;2023-01-20;9;2.192380;11.97150;284
Biscarosse;2023-01-20;10;2.253910;11.97540;285
Biscarosse;2023-01-20;11;2.290040;11.97540;285
Biscarosse;2023-01-20;12;2.255860;11.95980;286
Biscarosse;2023-01-20;13;2.202150;11.93640;286
Biscarosse;2023-01-20;14;2.160160;11.91290;287
Biscarosse;2023-01-20;15;2.137700;11.90900;287
Biscarosse;2023-01-20;16;2.141600;11.95200;287
Biscarosse;2023-01-20;17;2.160160;12.04570;287
Biscarosse;2023-01-20;18;2.164060;12.10820;286
Biscarosse;2023-01-20;19;2.124020;12.09650;286
Biscarosse;2023-01-20;20;2.053710;12.04570;286
Biscarosse;2023-01-20;21;2.007810;12.00280;286
Biscarosse;2023-01-20;22;1.992190;11.95980;286
Biscarosse;2023-01-20;23;1.946290;11.90510;286
Biscarosse;2023-01-21;0;1.868160;11.82310;286
Biscarosse;2023-01-21;1;1.782230;11.70200;287
Biscarosse;2023-01-21;2;1.715820;11.53010;287
Biscarosse;2023-01-21;3;1.673830;11.44420;287
Biscarosse;2023-01-21;4;1.650390;11.40120;287
Biscarosse;2023-01-21;5;1.627930;11.36220;287
Biscarosse;2023-01-21;6;1.600100;11.28790;287
Biscarosse;2023-01-21;7;1.562010;11.17860;287
Biscarosse;2023-01-21;8;1.521970;11.05750;286
Biscarosse;2023-01-21;9;1.483890;10.95590;286
Biscarosse;2023-01-21;10;1.448240;10.86610;286
Biscarosse;2023-01-21;11;1.412110;10.79180;286
Biscarosse;2023-01-21;12;1.368160;10.72150;286
Biscarosse;2023-01-21;13;1.330080;10.62390;288
Biscarosse;2023-01-21;14;1.308110;10.48320;290
Biscarosse;2023-01-21;15;1.301760;10.37780;292
Biscarosse;2023-01-21;16;1.304200;10.31140;293
Biscarosse;2023-01-21;17;1.313960;10.27230;293
Biscarosse;2023-01-21;18;1.324220;10.24890;293
