beach;date;hour;hs;tpic;dir
Biscarosse;2023-03-17;8;2.120120;13.19420;273
Biscarosse;2023-03-17;9;2.118160;13.28010;273
Biscarosse;2023-03-17;10;2.122070;13.40900;273
Biscarosse;2023-03-17;11;2.133790;13.61220;273
Biscarosse;2023-03-17;12;2.150390;13.81140;273
Biscarosse;2023-03-17;13;2.164060;13.81920;273
Biscarosse;2023-03-17;14;2.175780;13.77230;273
Biscarosse;2023-03-17;15;2.190430;13.75670;273
Biscarosse;2023-03-17;16;2.211910;13.78790;273
Biscarosse;2023-03-17;17;2.246090;13.98320;273
Biscarosse;2023-03-17;18;2.291990;14.25280;273
Biscarosse;2023-03-17;19;2.339840;14.22540;273
Biscarosse;2023-03-17;20;2.390620;14.11610;274
Biscarosse;2023-03-17;21;2.437500;14.07700;274
Biscarosse;2023-03-17;22;2.466800;14.07310;274
Biscarosse;2023-03-17;23;2.476560;13.93640;275
Biscarosse;2023-03-18;0;2.486330;13.70200;275
Biscarosse;2023-03-18;1;2.511720;13.54180;275
Biscarosse;2023-03-18;2;2.539060;13.44420;276
Biscarosse;2023-03-18;3;2.539060;13.33480;276
Biscarosse;2023-03-18;4;2.496090;13.17860;276
Biscarosse;2023-03-18;5;2.416020;12.98720;276
Biscarosse;2023-03-18;6;2.332030;12.70980;276
Biscarosse;2023-03-18;7;2.300780;12.48720;276
Biscarosse;2023-03-18;8;2.326170;12.36610;276
Biscarosse;2023-03-18;9;2.404300;12.31530;276
Biscarosse;2023-03-18;10;2.490230;12.34260;276
Biscarosse;2023-03-18;11;2.561520;12.42470;276
Biscarosse;2023-03-18;12;2.631840;12.56530;276
Biscarosse;2023-03-18;13;2.704100;12.69420;276
Biscarosse;2023-03-18;14;2.765620;12.72540;276
Biscarosse;2023-03-18;15;2.803710;12.70980;276
Biscarosse;2023-03-18;16;2.784180;12.68250;276
Biscarosse;2023-03-18;17;2.681640;12.62390;276
Biscarosse;2023-03-18;18;2.534180;12.51060;276
Biscarosse;2023-03-18;19;2.423830;12.40510;276
Biscarosse;2023-03-18;20;2.412110;12.36220;276
Biscarosse;2023-03-18;21;2.488280;12.36220;275
Biscarosse;2023-03-18;22;2.608400;12.35820;275
Biscarosse;2023-03-18;23;2.681640;12.31920;275
Biscarosse;2023-03-19;0;2.667970;12.21370;276
Biscarosse;2023-03-19;1;2.608400;12.09260;276
Biscarosse;2023-03-19;2;2.555660;12.01060;276
Biscarosse;2023-03-19;3;2.524410;11.95980;276
Biscarosse;2023-03-19;4;2.490230;11.91290;277
Biscarosse;2023-03-19;5;2.429690;11.83090;277
Biscarosse;2023-03-19;6;2.316410;11.72150;277
Biscarosse;2023-03-19;7;2.188480;11.52620;277
Biscarosse;2023-03-19;8;2.116210;11.41290;277
Biscarosse;2023-03-19;9;2.124020;11.35820;278
Biscarosse;2023-03-19;10;2.171880;11.32310;278
Biscarosse;2023-03-19;11;2.162110;11.26060;278
Biscarosse;2023-03-19;12;2.097660;11.16290;279
Biscarosse;2023-03-19;13;2.017580;11.04970;280
Biscarosse;2023-03-19;14;1.942380;10.95590;280
Biscarosse;2023-03-19;15;1.891600;10.90510;281
Biscarosse;2023-03-19;16;1.868160;10.89340;281
Biscarosse;2023-03-19;17;1.866210;10.91680;281
Biscarosse;2023-03-19;18;1.860350;10.93640;281
Biscarosse;2023-03-19;19;1.826170;10.90900;281
Biscarosse;2023-03-19;20;1.771970;10.83870;282
Biscarosse;2023-03-19;21;1.722170;10.77620;282
Biscarosse;2023-03-19;22;1.671880;10.72930;282
Biscarosse;2023-03-19;23;1.620120;10.67070;283
Biscarosse;2023-03-20;0;1.560060;10.52620;284
Biscarosse;2023-03-20;1;1.490230;10.34260;285
Biscarosse;2023-03-20;2;1.416020;10.18640;286
Biscarosse;2023-03-20;3;1.355960;10.08480;286
Biscarosse;2023-03-20;4;1.310060;10.02620;287
Biscarosse;2023-03-20;5;1.273930;9.99106;287
Biscarosse;2023-03-20;6;1.246090;9.94809;286
Biscarosse;2023-03-20;7;1.211910;9.87778;286
Biscarosse;2023-03-20;8;1.169920;9.77231;286
Biscarosse;2023-03-20;9;1.122070;9.60434;286
Biscarosse;2023-03-20;10;1.078120;9.45200;286
Biscarosse;2023-03-20;11;1.036130;9.37387;286
Biscarosse;2023-03-20;12;1.003910;9.33481;286
Biscarosse;2023-03-20;13;0.996094;9.30356;287
Biscarosse;2023-03-20;14;0.983887;9.26841;287
Biscarosse;2023-03-20;15;0.958008;9.22934;287
Biscarosse;2023-03-20;16;0.930176;9.20981;287
Biscarosse;2023-03-20;17;0.912109;9.20981;286
Biscarosse;2023-03-20;18;0.892090;9.22153;285
Biscarosse;2023-03-20;19;0.861816;9.22934;283
Biscarosse;2023-03-20;20;0.839844;9.22544;282
Biscarosse;2023-03-20;21;0.824219;9.22934;281
Biscarosse;2023-03-20;22;0.808105;9.25278;281
Biscarosse;2023-03-20;23;0.810059;9.29966;281
Biscarosse;2023-03-21;0;0.799805;9.31528;281
Biscarosse;2023-03-21;1;0.777832;9.27231;282
Biscarosse;2023-03-21;2;0.757812;9.16294;282
Biscarosse;2023-03-21;3;0.744141;9.01059;283
Biscarosse;2023-03-21;4;0.735840;8.79575;283
Biscarosse;2023-03-21;5;0.737793;12.05360;282
Biscarosse;2023-03-21;6;0.755859;12.12000;281
Biscarosse;2023-03-21;7;0.788086;12.09260;281
Biscarosse;2023-03-21;8;0.795898;11.92070;280
Biscarosse;2023-03-21;9;0.828125;11.70590;280
Biscarosse;2023-03-21;10;0.872070;11.47540;280
Biscarosse;2023-03-21;11;0.908203;11.38950;281
Biscarosse;2023-03-21;12;0.950195;11.35820;281
Biscarosse;2023-03-21;13;1.011720;11.28010;281
Biscarosse;2023-03-21;14;1.093750;11.14340;282
Biscarosse;2023-03-21;15;1.183590;11.01060;282
Biscarosse;2023-03-21;16;1.265620;10.91290;283
Biscarosse;2023-03-21;17;1.341800;10.86220;283
Biscarosse;2023-03-21;18;1.414060;10.83480;283
Biscarosse;2023-03-21;19;1.475590;10.79570;283
Biscarosse;2023-03-21;20;1.524410;10.72930;283
Biscarosse;2023-03-21;21;1.553710;10.66290;282
Biscarosse;2023-03-21;22;1.568360;10.61610;282
Biscarosse;2023-03-21;23;1.570310;10.63170;282
Biscarosse;2023-03-22;0;1.568360;10.68250;282
Biscarosse;2023-03-22;1;1.566410;10.73720;282
Biscarosse;2023-03-22;2;1.557620;10.76840;282
Biscarosse;2023-03-22;3;1.549800;10.77230;282
Biscarosse;2023-03-22;4;1.543950;10.76450;282
Biscarosse;2023-03-22;5;1.538090;10.73720;282
Biscarosse;2023-03-22;6;1.536130;10.68640;282
Biscarosse;2023-03-22;7;1.532230;10.60040;281
Biscarosse;2023-03-22;8;1.532230;10.50280;281
Biscarosse;2023-03-22;9;1.534180;10.43640;281
Biscarosse;2023-03-22;10;1.539060;10.41290;280
Biscarosse;2023-03-22;11;1.546880;10.42070;280
Biscarosse;2023-03-22;12;1.552730;10.45980;281
Biscarosse;2023-03-22;13;1.568360;10.55360;281
Biscarosse;2023-03-22;14;1.603520;10.68640;282
Biscarosse;2023-03-22;15;1.648440;10.78790;283
Biscarosse;2023-03-22;16;1.703120;10.88560;283
Biscarosse;2023-03-22;17;1.779300;11.03790;284
Biscarosse;2023-03-22;18;1.890620;11.33870;284
Biscarosse;2023-03-22;19;2.031250;11.76840;284
Biscarosse;2023-03-22;20;2.146480;11.87000;284
Biscarosse;2023-03-22;21;2.132810;11.83870;284
Biscarosse;2023-03-22;22;2.039060;11.78790;283
Biscarosse;2023-03-22;23;2.035160;11.78010;283
Biscarosse;2023-03-23;0;2.132810;11.78010;283
Biscarosse;2023-03-23;1;2.197270;11.74890;283
Biscarosse;2023-03-23;2;2.185550;11.68250;282
Biscarosse;2023-03-23;3;2.173830;11.62390;282
Biscarosse;2023-03-23;4;2.175780;11.60040;282
Biscarosse;2023-03-23;5;2.197270;11.58090;282
Biscarosse;2023-03-23;6;2.238280;11.54970;283
Biscarosse;2023-03-23;7;2.289060;11.53790;283
Biscarosse;2023-03-23;8;2.335940;11.57310;282
Biscarosse;2023-03-23;9;2.289060;11.63170;282
Biscarosse;2023-03-23;10;2.164060;11.67070;282
Biscarosse;2023-03-23;11;2.119140;11.74110;281
Biscarosse;2023-03-23;12;2.226560;12.08480;281
Biscarosse;2023-03-23;13;2.453120;12.83870;281
Biscarosse;2023-03-23;14;2.666020;12.96760;282
Biscarosse;2023-03-23;15;2.777340;12.97540;282
Biscarosse;2023-03-23;16;2.876950;13.12390;282
Biscarosse;2023-03-23;17;3.031250;13.45980;282
Biscarosse;2023-03-23;18;3.156250;15.62390;281
Biscarosse;2023-03-23;19;3.154300;15.38950;281
Biscarosse;2023-03-23;20;2.978520;15.30360;280
Biscarosse;2023-03-23;21;2.677730;15.73320;280
Biscarosse;2023-03-23;22;2.421880;15.92070;279
Biscarosse;2023-03-23;23;2.324220;16.12390;278
Biscarosse;2023-03-24;0;2.402340;16.13950;278
Biscarosse;2023-03-24;1;2.621090;16.10040;279
Biscarosse;2023-03-24;2;2.939450;16.13950;279
Biscarosse;2023-03-24;3;3.259770;16.13170;280
Biscarosse;2023-03-24;4;3.486330;16.09260;280
Biscarosse;2023-03-24;5;3.582030;15.99110;281
Biscarosse;2023-03-24;6;3.593750;15.92070;281
Biscarosse;2023-03-24;7;3.498050;15.88950;281
Biscarosse;2023-03-24;8;3.244140;15.85040;280
Biscarosse;2023-03-24;9;2.888670;15.75670;280
Biscarosse;2023-03-24;10;2.570310;15.60040;279
Biscarosse;2023-03-24;11;2.384770;15.22540;279
Biscarosse;2023-03-24;12;2.345700;14.99110;279
Biscarosse;2023-03-24;13;2.482420;14.94420;279
Biscarosse;2023-03-24;14;2.744140;14.98320;280
Biscarosse;2023-03-24;15;3.033200;14.90510;280
Biscarosse;2023-03-24;16;3.232420;14.78010;281
Biscarosse;2023-03-24;17;3.289060;14.59260;281
Biscarosse;2023-03-24;18;3.257810;14.35820;282
Biscarosse;2023-03-24;19;3.214840;14.09260;282
Biscarosse;2023-03-24;20;3.087890;13.89340;282
Biscarosse;2023-03-24;21;2.826170;13.77230;282
Biscarosse;2023-03-24;22;2.529300;13.60820;281
Biscarosse;2023-03-24;23;2.316410;13.42860;281
Biscarosse;2023-03-25;0;2.255860;13.25280;281
Biscarosse;2023-03-25;1;2.347660;13.13950;281
Biscarosse;2023-03-25;2;2.591800;13.07700;282
Biscarosse;2023-03-25;3;2.884770;13.03400;282
Biscarosse;2023-03-25;4;3.121090;12.99890;283
Biscarosse;2023-03-25;5;3.263670;12.98320;283
Biscarosse;2023-03-25;6;3.328120;12.99110;284
Biscarosse;2023-03-25;7;3.320310;13.01450;284
Biscarosse;2023-03-25;8;3.210940;13.03010;284
Biscarosse;2023-03-25;9;2.968750;13.02230;284
Biscarosse;2023-03-25;10;2.669920;12.99110;284
Biscarosse;2023-03-25;11;2.435550;12.88950;283
Biscarosse;2023-03-25;12;2.326170;12.74500;283
Biscarosse;2023-03-25;13;2.351560;12.67070;283
Biscarosse;2023-03-25;14;2.511720;12.65510;284
Biscarosse;2023-03-25;15;2.725590;12.63170;284
Biscarosse;2023-03-25;16;2.866210;12.61610;284
Biscarosse;2023-03-25;17;2.896480;12.59650;285
Biscarosse;2023-03-25;18;2.864260;12.56920;285
Biscarosse;2023-03-25;19;2.814450;12.53790;285
Biscarosse;2023-03-25;20;2.757810;12.53790;285
Biscarosse;2023-03-25;21;2.681640;12.53790;285
Biscarosse;2023-03-25;22;2.549800;12.50670;284
Biscarosse;2023-03-25;23;2.379880;12.42470;284
Biscarosse;2023-03-26;0;2.281250;12.30360;283
Biscarosse;2023-03-26;1;2.277340;12.17470;283
Biscarosse;2023-03-26;2;2.392580;12.08090;283
Biscarosse;2023-03-26;3;2.585940;12.01840;283
Biscarosse;2023-03-26;4;2.779300;11.97150;283
Biscarosse;2023-03-26;5;2.935550;11.91290;283
Biscarosse;2023-03-26;6;3.068360;11.81530;283
Biscarosse;2023-03-26;7;3.201170;11.58090;283
Biscarosse;2023-03-26;8;3.255860;11.28010;282
Biscarosse;2023-03-26;9;3.148440;11.16680;281
Biscarosse;2023-03-26;10;2.933590;11.12390;280
Biscarosse;2023-03-26;11;2.718750;11.11610;280
Biscarosse;2023-03-26;12;2.591800;11.18250;279
Biscarosse;2023-03-26;13;2.607420;11.38170;279
Biscarosse;2023-03-26;14;2.732420;11.73720;280
Biscarosse;2023-03-26;15;2.931640;11.87780;280
Biscarosse;2023-03-26;16;3.158200;11.95200;280
Biscarosse;2023-03-26;17;3.373050;11.99890;281
Biscarosse;2023-03-26;18;3.535160;12.04970;282
Biscarosse;2023-03-26;19;3.582030;12.11610;283
Biscarosse;2023-03-26;20;3.503910;12.16290;283
Biscarosse;2023-03-26;21;3.318360;12.18250;283
Biscarosse;2023-03-26;22;3.056640;12.18640;283
Biscarosse;2023-03-26;23;2.800780;12.17860;283
Biscarosse;2023-03-27;0;2.601560;12.16290;283
Biscarosse;2023-03-27;1;2.503910;12.13950;283
Biscarosse;2023-03-27;2;2.511720;12.12780;282
Biscarosse;2023-03-27;3;2.623050;12.16680;282
Biscarosse;2023-03-27;4;2.794920;12.20200;283
Biscarosse;2023-03-27;5;2.949220;12.19030;283
Biscarosse;2023-03-27;6;3.021480;12.17070;283
Biscarosse;2023-03-27;7;3.007810;12.14340;283
Biscarosse;2023-03-27;8;2.940430;12.13170;283
Biscarosse;2023-03-27;9;2.851560;12.13950;283
Biscarosse;2023-03-27;10;2.738280;12.13560;283
Biscarosse;2023-03-27;11;2.597660;12.08870;283
Biscarosse;2023-03-27;12;2.458010;11.99890;283
Biscarosse;2023-03-27;13;2.353520;11.87000;283
Biscarosse;2023-03-27;14;2.305660;11.73320;283
Biscarosse;2023-03-27;15;2.290040;11.65510;283
Biscarosse;2023-03-27;16;2.253910;11.62390;283
Biscarosse;2023-03-27;17;2.181640;11.58090;283
Biscarosse;2023-03-27;18;2.099610;11.51060;283
Biscarosse;2023-03-27;19;2.013670;11.43640;284
Biscarosse;2023-03-27;20;1.935550;11.39730;284
Biscarosse;2023-03-27;21;1.870120;11.41680;284
Biscarosse;2023-03-27;22;1.807620;11.44030;283
Biscarosse;2023-03-27;23;1.742190;11.39340;283
Biscarosse;2023-03-28;0;1.662110;11.27230;283
Biscarosse;2023-03-28;1;1.569820;11.12390;283
Biscarosse;2023-03-28;2;1.481930;10.99890;284
Biscarosse;2023-03-28;3;1.403810;10.93640;284
Biscarosse;2023-03-28;4;1.337890;10.92070;284
Biscarosse;2023-03-28;5;1.275880;10.88950;284
Biscarosse;2023-03-28;6;1.208010;10.81140;284
Biscarosse;2023-03-28;7;1.125980;10.67070;284
Biscarosse;2023-03-28;8;1.043950;10.38170;284
Biscarosse;2023-03-28;9;0.992188;10.20980;284
Biscarosse;2023-03-28;10;0.965820;10.13170;284
Biscarosse;2023-03-28;11;0.959961;10.07700;282
Biscarosse;2023-03-28;12;0.963867;9.99887;280
Biscarosse;2023-03-28;13;0.948242;17.23320;279
Biscarosse;2023-03-28;14;0.921875;17.17860;278
Biscarosse;2023-03-28;15;0.904297;17.06140;276
Biscarosse;2023-03-28;16;0.898438;16.69420;275
Biscarosse;2023-03-28;17;0.893555;16.22540;274
Biscarosse;2023-03-28;18;0.910156;15.60820;274
Biscarosse;2023-03-28;19;0.935547;15.13950;273
Biscarosse;2023-03-28;20;0.950195;14.94030;272
Biscarosse;2023-03-28;21;0.958008;14.84260;271
Biscarosse;2023-03-28;22;0.984375;14.78400;270
Biscarosse;2023-03-28;23;1.087890;14.98320;269
Biscarosse;2023-03-29;0;1.223630;15.01840;270
Biscarosse;2023-03-29;1;1.335940;14.69420;271
Biscarosse;2023-03-29;2;1.400390;14.40120;271
Biscarosse;2023-03-29;3;1.421880;14.20200;272
Biscarosse;2023-03-29;4;1.448240;14.10040;272
Biscarosse;2023-03-29;5;1.534180;14.47540;272
Biscarosse;2023-03-29;6;1.643550;14.89730;272
Biscarosse;2023-03-29;7;1.732420;14.73320;272
Biscarosse;2023-03-29;8;1.795900;14.58870;272
Biscarosse;2023-03-29;9;1.843750;14.57700;272
Biscarosse;2023-03-29;10;1.874020;14.56140;272
Biscarosse;2023-03-29;11;1.872070;14.36610;272
Biscarosse;2023-03-29;12;1.860350;13.93640;271
Biscarosse;2023-03-29;13;1.860350;13.63950;271
Biscarosse;2023-03-29;14;1.866210;13.52230;271
Biscarosse;2023-03-29;15;1.862300;13.45590;271
Biscarosse;2023-03-29;16;1.845700;13.38170;271
Biscarosse;2023-03-29;17;1.820310;13.29570;271
Biscarosse;2023-03-29;18;1.799800;13.19810;271
Biscarosse;2023-03-29;19;1.790040;13.06530;271
Biscarosse;2023-03-29;20;1.786130;12.93640;272
Biscarosse;2023-03-29;21;1.786130;12.86220;272
Biscarosse;2023-03-29;22;1.788090;12.83870;273
Biscarosse;2023-03-29;23;1.801760;12.85040;274
Biscarosse;2023-03-30;0;1.837890;12.92860;275
Biscarosse;2023-03-30;1;1.898440;12.94030;275
Biscarosse;2023-03-30;2;1.958010;12.83870;276
Biscarosse;2023-03-30;3;2.011720;12.74110;276
Biscarosse;2023-03-30;4;2.061520;12.76840;277
Biscarosse;2023-03-30;5;2.116210;12.90120;277
Biscarosse;2023-03-30;6;2.198240;13.01450;277
Biscarosse;2023-03-30;7;2.299800;12.99890;278
Biscarosse;2023-03-30;8;2.393550;12.89730;278
Biscarosse;2023-03-30;9;2.465820;12.76060;278
Biscarosse;2023-03-30;10;2.515620;12.68250;278
Biscarosse;2023-03-30;11;2.543950;12.58480;278
Biscarosse;2023-03-30;12;2.536130;12.41290;279
Biscarosse;2023-03-30;13;2.509770;12.25670;279
Biscarosse;2023-03-30;14;2.480470;12.17470;279
Biscarosse;2023-03-30;15;2.448240;12.13560;278
Biscarosse;2023-03-30;16;2.404300;12.09260;278
Biscarosse;2023-03-30;17;2.355470;12.02620;278
Biscarosse;2023-03-30;18;2.294920;11.92470;279
Biscarosse;2023-03-30;19;2.210940;11.78010;279
Biscarosse;2023-03-30;20;2.130860;11.61220;279
Biscarosse;2023-03-30;21;2.072270;11.54180;279
Biscarosse;2023-03-30;22;2.037110;11.52230;278
Biscarosse;2023-03-30;23;2.033200;11.51450;278
Biscarosse;2023-03-31;0;2.078120;11.60430;277
Biscarosse;2023-03-31;1;2.179690;11.84260;277
Biscarosse;2023-03-31;2;2.396480;11.92470;279
Biscarosse;2023-03-31;3;2.617190;11.88950;282
Biscarosse;2023-03-31;4;2.675780;11.85430;282
Biscarosse;2023-03-31;5;2.683590;11.92860;282
Biscarosse;2023-03-31;6;2.714840;12.39730;282
Biscarosse;2023-03-31;7;2.781250;12.98320;281
Biscarosse;2023-03-31;8;2.875000;13.01060;281
Biscarosse;2023-03-31;9;2.988280;13.03790;281
Biscarosse;2023-03-31;10;3.128910;13.24890;281
Biscarosse;2023-03-31;11;3.269530;13.63950;281
Biscarosse;2023-03-31;12;3.378910;14.44420;280
Biscarosse;2023-03-31;13;3.412110;14.63950;280
Biscarosse;2023-03-31;14;3.373050;14.64730;280
Biscarosse;2023-03-31;15;3.285160;14.69420;280
Biscarosse;2023-03-31;16;3.185550;14.78010;280
Biscarosse;2023-03-31;17;3.080080;14.79570;279
Biscarosse;2023-03-31;18;3.005860;14.74110;279
Biscarosse;2023-03-31;19;2.980470;14.73320;278
Biscarosse;2023-03-31;20;3.013670;14.74890;278
Biscarosse;2023-03-31;21;3.080080;14.70200;278
Biscarosse;2023-03-31;22;3.177730;14.62000;279
Biscarosse;2023-03-31;23;3.263670;14.47150;279
Biscarosse;2023-04-01;0;3.324220;14.21370;279
Biscarosse;2023-04-01;1;3.333980;13.85040;279
Biscarosse;2023-04-01;2;3.292970;13.78010;279
Biscarosse;2023-04-01;3;3.185550;13.74890;279
Biscarosse;2023-04-01;4;3.031250;13.67070;279
Biscarosse;2023-04-01;5;2.871090;13.53790;279
Biscarosse;2023-04-01;6;2.746090;13.37390;279
Biscarosse;2023-04-01;7;2.683590;13.26450;279
Biscarosse;2023-04-01;8;2.691410;13.24500;279
Biscarosse;2023-04-01;9;2.769530;13.25280;279
Biscarosse;2023-04-01;10;2.890620;13.21760;279
Biscarosse;2023-04-01;11;3.025390;13.12390;280
Biscarosse;2023-04-01;12;3.128910;12.96760;280
Biscarosse;2023-04-01;13;3.191410;12.73320;281
Biscarosse;2023-04-01;14;3.189450;12.59260;281
Biscarosse;2023-04-01;15;3.130860;12.53790;282
Biscarosse;2023-04-01;16;3.000000;12.47930;282
Biscarosse;2023-04-01;17;2.839840;12.37390;282
Biscarosse;2023-04-01;18;2.699220;12.20980;283
Biscarosse;2023-04-01;19;2.613280;12.04570;283
Biscarosse;2023-04-01;20;2.609380;11.93250;283
Biscarosse;2023-04-01;21;2.675780;11.87780;283
Biscarosse;2023-04-01;22;2.802730;11.83870;283
Biscarosse;2023-04-01;23;2.935550;11.79970;284
Biscarosse;2023-04-02;0;3.044920;11.75280;284
Biscarosse;2023-04-02;1;3.091800;11.70590;285
Biscarosse;2023-04-02;2;3.093750;11.64730;285
Biscarosse;2023-04-02;3;3.042970;11.63560;286
Biscarosse;2023-04-02;4;2.925780;11.57310;286
Biscarosse;2023-04-02;5;2.761720;11.44810;287
Biscarosse;2023-04-02;6;2.591800;11.30750;287
Biscarosse;2023-04-02;7;2.461910;11.20590;288
Biscarosse;2023-04-02;8;2.404300;11.15120;288
Biscarosse;2023-04-02;9;2.433590;11.14730;289
Biscarosse;2023-04-02;10;2.519530;11.16290;289
Biscarosse;2023-04-02;11;2.599610;11.16290;290
Biscarosse;2023-04-02;12;2.616210;11.13170;290
Biscarosse;2023-04-02;13;2.564450;11.06920;291
Biscarosse;2023-04-02;14;2.482420;11.00670;292
Biscarosse;2023-04-02;15;2.404300;10.96760;292
Biscarosse;2023-04-02;16;2.335940;10.96760;292
Biscarosse;2023-04-02;17;2.278320;10.98320;291
Biscarosse;2023-04-02;18;2.208010;10.98320;291
Biscarosse;2023-04-02;19;2.129880;10.94420;291
Biscarosse;2023-04-02;20;2.064450;10.88170;291
Biscarosse;2023-04-02;21;2.015620;10.84650;291
Biscarosse;2023-04-02;22;1.965820;10.83090;292
Biscarosse;2023-04-02;23;1.904300;10.81530;292
Biscarosse;2023-04-03;0;1.835940;10.76450;293
Biscarosse;2023-04-03;1;1.765620;10.68640;294
Biscarosse;2023-04-03;2;1.694340;10.56530;294
Biscarosse;2023-04-03;3;1.625980;10.47930;295
Biscarosse;2023-04-03;4;1.565920;10.44030;295
Biscarosse;2023-04-03;5;1.507810;10.42470;294
Biscarosse;2023-04-03;6;1.459960;10.38560;294
Biscarosse;2023-04-03;7;1.410160;10.31530;293
Biscarosse;2023-04-03;8;1.355960;10.22930;293
Biscarosse;2023-04-03;9;1.299800;10.15120;293
Biscarosse;2023-04-03;10;1.250000;10.10040;294
Biscarosse;2023-04-03;11;1.202150;10.06920;295
Biscarosse;2023-04-03;12;1.153810;10.03400;295
Biscarosse;2023-04-03;13;1.102050;9.97544;296
Biscarosse;2023-04-03;14;1.062010;9.90122;297
Biscarosse;2023-04-03;15;1.025880;9.80356;298
Biscarosse;2023-04-03;16;0.978027;9.69419;299
Biscarosse;2023-04-03;17;0.930176;9.55356;299
Biscarosse;2023-04-03;18;0.881836;9.45981;298
Biscarosse;2023-04-03;19;0.839844;9.38169;298
Biscarosse;2023-04-03;20;0.812012;9.29575;298
Biscarosse;2023-04-03;21;0.795898;9.23325;298
Biscarosse;2023-04-03;22;0.791992;9.18637;299
Biscarosse;2023-04-03;23;0.791992;9.16294;299
Biscarosse;2023-04-04;0;0.786133;9.14731;300
Biscarosse;2023-04-04;1;0.770020;9.13169;301
Biscarosse;2023-04-04;2;0.746094;9.10044;301
Biscarosse;2023-04-04;3;0.726074;9.06137;301
Biscarosse;2023-04-04;4;0.717773;17.72540;300
Biscarosse;2023-04-04;5;0.744141;17.02230;295
Biscarosse;2023-04-04;6;0.790039;16.46760;288
Biscarosse;2023-04-04;7;0.815918;16.23720;283
Biscarosse;2023-04-04;8;0.813965;16.13950;281
Biscarosse;2023-04-04;9;0.828125;16.05360;279
Biscarosse;2023-04-04;10;0.881836;15.90510;279
Biscarosse;2023-04-04;11;0.990234;15.67860;279
Biscarosse;2023-04-04;12;1.120120;15.23320;280
Biscarosse;2023-04-04;13;1.217770;14.92070;280
Biscarosse;2023-04-04;14;1.280270;14.77230;280
Biscarosse;2023-04-04;15;1.337890;14.78400;280
Biscarosse;2023-04-04;16;1.423830;14.89730;279
Biscarosse;2023-04-04;17;1.576170;15.43250;278
Biscarosse;2023-04-04;18;1.750000;15.69030;277
Biscarosse;2023-04-04;19;1.879880;15.47540;277
Biscarosse;2023-04-04;20;1.946290;15.27620;277
Biscarosse;2023-04-04;21;1.971680;15.20200;277
Biscarosse;2023-04-04;22;2.005860;15.15510;277
Biscarosse;2023-04-04;23;2.083980;15.20980;277
Biscarosse;2023-04-05;0;2.183590;15.12390;277
Biscarosse;2023-04-05;1;2.251950;14.98320;277
Biscarosse;2023-04-05;2;2.276370;14.90510;277
Biscarosse;2023-04-05;3;2.282230;14.84260;277
Biscarosse;2023-04-05;4;2.278320;14.76450;277
Biscarosse;2023-04-05;5;2.248050;14.62000;277
Biscarosse;2023-04-05;6;2.202150;14.41290;277
Biscarosse;2023-04-05;7;2.179690;14.24110;277
Biscarosse;2023-04-05;8;2.139650;14.16290;277
Biscarosse;2023-04-05;9;2.078120;14.08480;277
Biscarosse;2023-04-05;10;2.045900;13.93640;277
Biscarosse;2023-04-05;11;2.019530;13.76840;277
Biscarosse;2023-04-05;12;1.950200;13.60820;277
Biscarosse;2023-04-05;13;1.887700;13.50670;277
Biscarosse;2023-04-05;14;1.851560;13.46370;277
Biscarosse;2023-04-05;15;1.832030;13.42860;277
Biscarosse;2023-04-05;16;1.814450;13.36610;278
Biscarosse;2023-04-05;17;1.791990;13.26060;279
Biscarosse;2023-04-05;18;1.755860;13.08090;279
Biscarosse;2023-04-05;19;1.726070;12.85040;279
Biscarosse;2023-04-05;20;1.715820;12.69030;279
Biscarosse;2023-04-05;21;1.713870;12.63950;278
Biscarosse;2023-04-05;22;1.702150;12.61610;278
Biscarosse;2023-04-05;23;1.684080;12.58870;278
Biscarosse;2023-04-06;0;1.653810;12.56530;279
Biscarosse;2023-04-06;1;1.631840;12.55750;279
Biscarosse;2023-04-06;2;1.618160;12.55750;279
Biscarosse;2023-04-06;3;1.608400;12.53010;279
Biscarosse;2023-04-06;4;1.599610;12.45200;280
Biscarosse;2023-04-06;5;1.631840;12.40120;280
Biscarosse;2023-04-06;6;1.725590;12.65510;279
Biscarosse;2023-04-06;7;1.835940;13.15900;279
Biscarosse;2023-04-06;8;1.900390;13.19420;279
Biscarosse;2023-04-06;9;1.906250;13.12780;279
Biscarosse;2023-04-06;10;1.883790;13.04570;279
Biscarosse;2023-04-06;11;1.864260;12.94030;279
Biscarosse;2023-04-06;12;1.820310;12.71370;279
Biscarosse;2023-04-06;13;1.759770;12.51060;279
Biscarosse;2023-04-06;14;1.721680;12.42070;279
Biscarosse;2023-04-06;15;1.709960;12.38170;280
Biscarosse;2023-04-06;16;1.713870;12.34650;280
Biscarosse;2023-04-06;17;1.730470;12.29970;280
Biscarosse;2023-04-06;18;1.761720;12.26060;280
Biscarosse;2023-04-06;19;1.791990;12.23320;280
Biscarosse;2023-04-06;20;1.811520;12.22150;280
Biscarosse;2023-04-06;21;1.820310;12.23320;280
Biscarosse;2023-04-06;22;1.818360;12.26840;280
Biscarosse;2023-04-06;23;1.822270;12.38560;279
Biscarosse;2023-04-07;0;1.824220;14.21760;279
Biscarosse;2023-04-07;1;1.811520;14.18250;279
Biscarosse;2023-04-07;2;1.790040;13.99110;280
